Code,Name,ListingDate,Shares,ListingBoard,Sector,LastPrice,MarketCap,MinutesFirstAdded,MinutesLastUpdated,HourlyFirstAdded,HourlyLastUpdated,DailyFirstAdded,DailyLastUpdated
IBFN,Intan Baru Prana Tbk.,2014-12-22,1517332349.0,Pengembangan,Financials,97,147181237853.0,2021-11-01 09:00:00,2022-02-11 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2014-12-22,2023-01-06
IBOS,Indo Boga Sukses Tbk.,2022-04-25,8036800000.0,Akselerasi,Consumer Non-Cyclicals,82,659017600000.0,2022-04-25 09:00:00,2023-01-06 15:59:00,2022-04-25 09:00:00,2023-01-06 15:00:00,2022-04-25,2023-01-06
IBST,Inti Bangun Sejahtera Tbk.,2012-08-31,1350904927.0,Utama,Infrastructures,5950,8037884315650.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2012-08-31,2023-01-06
ICBP,Indofood CBP Sukses Makmur Tbk,2010-10-07,11661908000.0,Utama,Consumer Non-Cyclicals,10175,118659913900000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2010-10-07,2023-01-06
ICON,Island Concepts Indonesia Tbk.,2005-07-08,1089750000.0,Pengembangan,Industrials,63,68654250000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2005-07-08,2023-01-06
IDEA,Idea Indonesia Akademi Tbk.,2021-09-09,1062437500.0,Akselerasi,Consumer Cyclicals,56,59496500000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2021-09-09 09:00:00,2023-01-06 15:00:00,2021-09-09,2023-01-06
IDPR,Indonesia Pondasi Raya Tbk.,2015-12-10,2003000000.0,Utama,Infrastructures,183,366549000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2015-12-10,2023-01-06
IFII,Indonesia Fibreboard Industry ,2019-12-10,9412000000.0,Utama,Basic Materials,158,1487096000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2019-12-10,2023-01-06
IFSH,Ifishdeco Tbk.,2019-12-05,2125000000.0,Pengembangan,Basic Materials,1205,2560625000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2019-12-05,2023-01-06
IGAR,Champion Pacific Indonesia Tbk,1990-11-05,972204500.0,Utama,Basic Materials,468,454991706000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
IIKP,Inti Agri Resources Tbk,2002-10-14,33600000000.0,Pengembangan,Consumer Cyclicals,50,1680000000000.0,,,,,2002-10-14,2023-01-06
IKAI,Intikeramik Alamasri Industri ,1997-06-04,13305799387.0,Utama,Consumer Cyclicals,50,665289969350.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
IKAN,Era Mandiri Cemerlang Tbk.,2020-02-12,833333000.0,Pengembangan,Consumer Non-Cyclicals,57,47499981000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2020-02-12,2023-01-06
IKBI,Sumi Indo Kabel Tbk.,1991-01-21,1224000000.0,Pengembangan,Industrials,214,261936000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
IMAS,Indomobil Sukses Internasional,1993-11-15,3994291039.0,Utama,Consumer Cyclicals,835,3335233017565.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
IMJS,Indomobil Multi Jasa Tbk.,2013-12-10,8654325000.0,Utama,Financials,316,2734766700000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2013-12-10,2022-12-30
IMPC,Impack Pratama Industri Tbk.,2014-12-17,4833500000.0,Pengembangan,Industrials,3450,16675575000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2014-12-17,2023-01-06
INAF,Indofarma Tbk.,2001-04-17,3099267500.0,Utama,Healthcare,850,2634377375000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-17,2023-01-06
INAI,Indal Aluminium Industry Tbk.,1994-12-05,633600000.0,Pengembangan,Basic Materials,250,158400000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
INCF,Indo Komoditi Korpora Tbk.,2016-09-06,1438370465.0,Pengembangan,Basic Materials,52,74795264180.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2016-09-06,2023-01-06
INCI,Intanwijaya Internasional Tbk,1990-07-24,196121237.0,Utama,Basic Materials,670,131401228790.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
INCO,Vale Indonesia Tbk.,1990-05-16,9936338720.0,Utama,Basic Materials,7350,73032089592000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
INDF,Indofood Sukses Makmur Tbk.,1994-07-14,8780426500.0,Utama,Consumer Non-Cyclicals,6950,61023964175000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
INDO,Royalindo Investa Wijaya Tbk.,2020-01-13,4356525519.0,Pengembangan,Properties & Real Estate,87,379017720153.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2020-01-13,2023-01-06
INDR,Indo-Rama Synthetics Tbk.,1990-08-03,654351707.0,Utama,Consumer Cyclicals,5200,3402628876400.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
INDS,Indospring Tbk.,1990-08-10,656249710.0,Utama,Consumer Cyclicals,1900,1246874449000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
INDX,Tanah Laut Tbk,2001-05-17,437913588.0,Pengembangan,Industrials,220,96340989360.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-05-17,2023-01-06
INDY,Indika Energy Tbk.,2008-06-11,5210192000.0,Utama,Energy,2440,12712868480000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2008-06-11,2023-01-06
INKP,Indah Kiat Pulp & Paper Tbk.,1990-07-16,5470982941.0,Utama,Basic Materials,8625,47187227866125.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
INOV,Inocycle Technology Group Tbk.,2019-07-10,1808221900.0,Pengembangan,Consumer Cyclicals,120,216986628000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2019-07-10,2023-01-06
INPC,Bank Artha Graha Internasional,1990-08-23,20021178779.0,Utama,Financials,70,1401482514530.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
INPP,Indonesian Paradise Property T,2004-01-12,11181971732.0,Pengembangan,Properties & Real Estate,398,4450424749336.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2004-01-12,2023-01-06
INPS,Indah Prakasa Sentosa Tbk.,2018-04-06,650000000.0,Pengembangan,Energy,995,646750000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2018-04-06,2023-01-06
INRU,Toba Pulp Lestari Tbk.,1990-06-18,1388883283.0,Pengembangan,Basic Materials,630,874996468290.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
INTA,Intraco Penta Tbk.,1993-08-23,3343935022.0,Pengembangan,Industrials,74,247451191628.0,2021-11-01 09:00:00,2022-06-03 15:59:00,2020-04-16 09:00:00,2022-06-03 16:00:00,2001-04-16,2023-01-06
INTD,Inter Delta Tbk,1989-12-18,591828000.0,Pengembangan,Basic Materials,183,108304524000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
INTP,Indocement Tunggal Prakarsa Tb,1989-12-05,3681231699.0,Utama,Basic Materials,10050,36996378574950.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
IPAC,Era Graharealty Tbk.,2021-06-30,949868500.0,Akselerasi,Properties & Real Estate,111,105435403500.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2021-06-30 09:00:00,2023-01-06 15:00:00,2021-06-30,2023-01-06
IPCC,Indonesia Kendaraan Terminal T,2018-07-09,1818384820.0,Utama,Infrastructures,535,972835878700.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2018-07-09,2023-01-06
IPCM,Jasa Armada Indonesia Tbk.,2017-12-22,5284811100.0,Utama,Infrastructures,270,1426898997000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2017-12-22,2023-01-06
IPOL,Indopoly Swakarsa Industry Tbk,2010-07-09,6443379509.0,Utama,Basic Materials,141,908516510769.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2010-07-09,2023-01-06
IPPE,Indo Pureco Pratama Tbk.,2021-12-09,4600000000.0,Pengembangan,Consumer Non-Cyclicals,122,561200000000.0,2021-12-09 09:00:00,2023-01-06 15:59:00,2021-12-09 09:00:00,2023-01-06 15:00:00,2021-12-09,2023-01-06
IPTV,MNC Vision Networks Tbk.,2019-07-08,42197950841.0,Utama,Consumer Cyclicals,63,2658470902983.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2019-07-08,2023-01-06
IRRA,Itama Ranoraya Tbk.,2019-10-15,1600000000.0,Pengembangan,Healthcare,1040,1664000000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2019-10-15,2023-01-06
ISAP,Isra Presisi Indonesia Tbk.,2022-12-09 00:00:00,4020000000.0,Akselerasi,Consumer Cyclicals,112,450240000000.0,2022-12-09 09:00:00,2023-01-06 15:59:00,2022-12-09 09:00:00,2023-01-06 15:00:00,2022-12-09,2023-01-06
ISAT,Indosat Tbk.,1994-10-19,8062702740.0,Utama,Infrastructures,6125,49384054282500.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
ISSP,Steel Pipe Industry of Indones,2013-02-22,7185992035.0,Utama,Basic Materials,236,1695894120260.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2013-02-22,2023-01-06
ITIC,Indonesian Tobacco Tbk.,2019-07-04,940720000.0,Pengembangan,Consumer Non-Cyclicals,252,237061440000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2019-07-04,2023-01-06
ITMA,Sumber Energi Andalan Tbk.,1990-12-10,870701000.0,Pengembangan,Energy,770,670439770000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
ITMG,Indo Tambangraya Megah Tbk.,2007-12-18,1129925000.0,Utama,Energy,35400,39999345000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2007-12-18,2023-01-06
JARR,Jhonlin Agro Raya Tbk.,2022-08-04,8000000000.0,Pengembangan,Consumer Non-Cyclicals,260,2080000000000.0,2022-08-04 09:00:00,2023-01-06 15:59:00,2022-08-04 09:00:00,2023-01-06 15:00:00,2022-08-04,2023-01-06
JAST,Jasnita Telekomindo Tbk.,2019-05-16,813626700.0,Pengembangan,Infrastructures,84,68344642800.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2019-05-16,2023-01-06
JAWA,Jaya Agra Wattie Tbk.,2011-05-30,3774685500.0,Utama,Consumer Non-Cyclicals,128,483159744000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2011-05-30,2023-01-06
JAYA,Armada Berjaya Trans Tbk.,2019-02-21,750000210.0,Pengembangan,Transportation & Logistic,107,80250022470.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2019-02-21,2023-01-06
JECC,Jembo Cable Company Tbk.,1992-11-18,151200000.0,Pengembangan,Industrials,4950,748440000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2022-12-30 15:00:00,2001-04-16,2023-01-06
JGLE,Graha Andrasentra Propertindo ,2016-06-29,22581909405.0,Pengembangan,Consumer Cyclicals,50,1129095470250.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2016-06-29,2023-01-06
JIHD,Jakarta International Hotels &,1984-02-29,2329040482.0,Pengembangan,Consumer Cyclicals,346,805848006772.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
JKON,Jaya Konstruksi Manggala Prata,2007-12-04,16308519860.0,Utama,Infrastructures,110,1793937184600.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2007-12-04,2023-01-06
JKSW,Jakarta Kyoei Steel Works Tbk.,1997-08-06,150000000.0,Pengembangan,Basic Materials,60,9000000000.0,,,,,2001-04-16,2023-01-06
JMAS,Asuransi Jiwa Syariah Jasa Mit,2017-12-18,1000000000.0,Pengembangan,Financials,79,79000000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2017-12-18,2023-01-06
JPFA,Japfa Comfeed Indonesia Tbk.,1989-10-23,11726575201.0,Utama,Consumer Non-Cyclicals,1380,16182673777380.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
JRPT,Jaya Real Property Tbk.,1994-06-29,13750000000.0,Utama,Properties & Real Estate,486,6682500000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
JSKY,Sky Energy Indonesia Tbk.,2018-03-28,2032540000.0,Utama,Energy,52,105692080000.0,2021-11-01 09:00:00,2022-07-29 15:59:00,2020-04-16 09:00:00,2022-07-29 16:00:00,2018-03-28,2023-01-06
JSMR,Jasa Marga (Persero) Tbk.,2007-11-12,7257871200.0,Utama,Infrastructures,3050,22136507160000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2007-11-12,2023-01-06
JSPT,Jakarta Setiabudi Internasiona,1998-01-12,2318736000.0,Pengembangan,Consumer Cyclicals,840,1947738240000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2023-01-06
JTPE,Jasuindo Tiga Perkasa Tbk.,2002-04-16,1713012500.0,Pengembangan,Industrials,260,445383250000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2002-04-16,2023-01-06
KAEF,Kimia Farma Tbk.,2001-07-04,5554000000.0,Utama,Healthcare,1090,6053860000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-07-04,2023-01-06
KARW,ICTSI Jasa Prima Tbk.,1994-12-20,587152700.0,Pengembangan,Infrastructures,78,45797910600.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
KAYU,Darmi Bersaudara Tbk.,2019-07-04,665000000.0,Pengembangan,Basic Materials,50,33250000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2019-07-04,2023-01-06
KBAG,Karya Bersama Anugerah Tbk.,2020-04-08,7150001509.0,Pengembangan,Properties & Real Estate,50,357500075450.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2020-04-08,2023-01-06
KBLI,KMI Wire & Cable Tbk.,1992-07-06,4007235107.0,Utama,Industrials,308,1234228412956.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
KBLM,Kabelindo Murni Tbk.,1992-06-01,1120000000.0,Pengembangan,Industrials,236,264320000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
KBLV,First Media Tbk.,2000-02-25,1742167907.0,Pengembangan,Infrastructures,100,174216790700.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
KBRI,Kertas Basuki Rachmat Indonesi,2008-07-11,8687995734.0,Pengembangan,Basic Materials,50,434399786700.0,,,,,2008-07-11,2023-01-06
KDSI,Kedawung Setia Industrial Tbk.,1996-07-29,405000000.0,Pengembangan,Basic Materials,1065,431325000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
KDTN,Puri Sentul Permai Tbk.,2022-11-09 00:00:00,1250000000.0,Pengembangan,Consumer Cyclicals,142,177500000000.0,2022-11-09 09:00:00,2023-01-06 15:59:00,2022-11-09 09:00:00,2023-01-06 15:00:00,2022-11-10,2023-01-06
KEEN,Kencana Energi Lestari Tbk.,2019-09-02,3666312500.0,Utama,Infrastructures,600,2199787500000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2019-09-02,2023-01-06
KEJU,Mulia Boga Raya Tbk.,2019-11-25,1500000000.0,Pengembangan,Consumer Non-Cyclicals,1400,2100000000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2019-11-25,2023-01-06
KETR,Ketrosden Triasmitra Tbk.,2021-01-11 00:00:00,2841262838.0,Utama,Infrastructures,244,693268132472.0,2022-11-07 09:00:00,2023-01-06 15:59:00,2022-11-07 09:00:00,2023-01-06 15:00:00,2022-11-07,2023-01-06
KIAS,Keramika Indonesia Assosiasi T,1994-12-08,14929100000.0,Pengembangan,Industrials,50,746455000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
KICI,Kedaung Indah Can Tbk,1993-10-28,276000000.0,Utama,Consumer Cyclicals,200,55200000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
KIJA,Kawasan Industri Jababeka Tbk.,1995-01-10,20824888369.0,Utama,Properties & Real Estate,145,3019608813505.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
KINO,Kino Indonesia Tbk.,2015-12-11,1428571500.0,Utama,Consumer Non-Cyclicals,1540,2200000110000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2015-12-11,2023-01-06
KIOS,Kioson Komersial Indonesia Tbk,2017-10-05,717239900.0,Pengembangan,Technology,141,101130825900.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2017-10-05,2023-01-06
KJEN,Krida Jaringan Nusantara Tbk.,2019-07-01,500000000.0,Pengembangan,Transportation & Logistic,151,75500000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2019-07-01,2023-01-06
KKES,Kusuma Kemindo Sentosa Tbk.,2022-08-08,1500000000.0,Pengembangan,Basic Materials,108,162000000000.0,2022-08-08 09:00:00,2023-01-06 15:59:00,2022-08-08 09:00:00,2023-01-06 15:00:00,2022-08-08,2023-01-06
KKGI,Resource Alam Indonesia Tbk.,1991-07-01,5000000000.0,Utama,Energy,396,1980000000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
KLBF,Kalbe Farma Tbk.,1991-07-30,46875122110.0,Utama,Healthcare,2050,96094000325500.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
KLIN,Klinko Karya Imaji Tbk.,2022-08-09,1307500000.0,Akselerasi,Consumer Cyclicals,31,40532500000.0,2022-08-09 09:00:00,2023-01-06 15:59:00,2022-08-09 09:00:00,2023-01-06 15:00:00,2022-08-09,2023-01-06
KMDS,Kurniamitra Duta Sentosa Tbk.,2020-09-07,800000000.0,Pengembangan,Consumer Non-Cyclicals,565,452000000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-09-07 09:00:00,2023-01-06 15:00:00,2020-09-07,2023-01-06
KMTR,Kirana Megatara Tbk.,2017-06-19,8215366379.0,Pengembangan,Basic Materials,266,2185287456814.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2017-06-19,2023-01-06
KOBX,Kobexindo Tractors Tbk.,2012-07-05,2272500000.0,Utama,Industrials,336,763560000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2012-07-05,2023-01-06
KOIN,Kokoh Inti Arebama Tbk,2008-04-09,980843732.0,Pengembangan,Industrials,138,135356435016.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2008-04-09,2023-01-06
KONI,Perdana Bangun Pusaka Tbk,1995-08-22,312000000.0,Pengembangan,Industrials,2960,923520000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
KOPI,Mitra Energi Persada Tbk.,2015-05-04,697266668.0,Pengembangan,Energy,545,380010334060.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2015-05-04,2023-01-06
KOTA,DMS Propertindo Tbk.,2019-07-09,10546185701.0,Utama,Properties & Real Estate,50,527309285050.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2019-07-09,2023-01-06
KPAL,Steadfast Marine Tbk.,2018-06-08,1069009400.0,Utama,Industrials,50,53450470000.0,,,2020-04-16 09:00:00,2022-04-15 16:00:00,2018-06-08,2023-01-06
KPAS,Cottonindo Ariesta Tbk.,2018-10-05,768043253.0,Pengembangan,Consumer Non-Cyclicals,62,47618681686.0,,,2020-04-16 09:00:00,2022-04-15 16:00:00,2018-10-05,2023-01-06
KPIG,MNC Land Tbk.,2000-03-30,80625726664.0,Pengembangan,Consumer Cyclicals,69,5563175139816.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
KRAH,Grand Kartech Tbk.,2013-11-08,971190000.0,Pengembangan,Industrials,436,423438840000.0,,,2020-04-16 09:00:00,2022-04-15 16:00:00,2013-11-08,2023-01-06
KRAS,Krakatau Steel (Persero) Tbk.,2010-11-10,19346396900.0,Utama,Basic Materials,310,5997383039000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2010-11-10,2023-01-06
KREN,Kresna Graha Investama Tbk.,2002-06-28,18208470100.0,Utama,Technology,50,910423505000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2002-06-28,2023-01-06
KRYA,Bangun Karya Perkasa Jaya Tbk.,2022-07-25,1625000000.0,Pengembangan,Infrastructures,418,679250000000.0,2022-07-25 09:00:00,2023-01-06 15:59:00,2022-07-25 09:00:00,2023-01-06 15:00:00,2022-07-25,2023-01-06
KUAS,Ace Oldfields Tbk.,2021-10-25,1292570540.0,Pengembangan,Industrials,56,72383950240.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2021-10-25 09:00:00,2023-01-06 15:00:00,2021-10-25,2023-01-06
LABA,Ladangbaja Murni Tbk.,2021-06-10,1000118550.0,Pengembangan,Industrials,99,99011736450.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2021-06-10 09:00:00,2023-01-06 15:00:00,2021-06-10,2023-01-06
LAND,Trimitra Propertindo Tbk.,2018-08-23,2792620000.0,Pengembangan,Properties & Real Estate,50,139631000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2018-08-23,2023-01-06
LAPD,Leyand International Tbk.,2001-07-17,3966350139.0,Pengembangan,Infrastructures,50,198317506950.0,,,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-07-17,2023-01-06
LCGP,Eureka Prima Jakarta Tbk.,2007-07-13,5630000914.0,Pengembangan,Properties & Real Estate,114,641820104196.0,,,,,2007-07-13,2023-01-06
LCKM,LCK Global Kedaton Tbk.,2018-01-16,1000000000.0,Pengembangan,Infrastructures,302,302000000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2018-01-16,2023-01-06
LEAD,Logindo Samudramakmur Tbk.,2013-12-11,4049616328.0,Utama,Energy,59,238927363352.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2013-12-11,2023-01-06
LFLO,Imago Mulia Persada Tbk.,2021-04-07,1307734937.0,Akselerasi,Consumer Cyclicals,55,71925421535.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2021-04-07 09:00:00,2023-01-06 15:00:00,2021-04-07,2023-01-06
LIFE,Asuransi Jiwa Sinarmas MSIG Tb,2019-07-09,2100000000.0,Utama,Financials,5175,10867500000000.0,2021-11-01 09:00:00,2022-12-09 15:59:00,2020-04-16 09:00:00,2022-12-09 16:00:00,2019-07-09,2023-01-06
LINK,Link Net Tbk.,2014-06-02,2863195484.0,Utama,Infrastructures,2500,7157988710000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2014-06-02,2023-01-06
LION,Lion Metal Works Tbk.,1993-08-20,520160000.0,Utama,Industrials,735,382317600000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
